,0,1,2,3,4,5
0,0.215817067690581,0.09876129630418956,0.23469559642575746,0.04462375356531801,0.22732142973602512,0.17878085627812873
1,0.22796774586406843,0.0384401870581451,0.25015961408714943,0.22180349842985125,0.2344577996082563,0.02717115495252944
2,0.34589146635041024,0.005082475590182565,0.2710457802663294,0.14240418666902807,0.193627504359868,0.041948586764181825
3,0.0872871588763271,0.1363058466870263,0.16425846428562874,0.29871136909552803,0.2522753633015719,0.06116179775391798
4,0.2771903156733005,0.0451645620445592,0.1975921541138421,0.11387953388101425,0.15013244550156998,0.21604098878571398
5,0.09064509135596513,0.2495390477508736,0.3755866858374293,0.11348300205878853,0.02431399066707311,0.14643218232987018
6,0.1265548391861427,0.12286255591512348,0.3205389815684019,0.23701915478836522,0.005837129785464603,0.18718733875650204
7,0.15177463785369663,0.19478125941658495,0.2293990477621942,0.1927367107978266,0.19843278321025082,0.032875560959446916
8,0.17158963627809837,0.0260300483410865,0.23995075121960183,0.21174887317746177,0.28649173500257186,0.06418895598117967
9,0.026636934052604408,0.17668552681106395,0.38769667475611835,0.18188829933297038,0.20734341047260726,0.019749154574635667
10,0.10274229668313391,0.00380917557796259,0.2881971276110685,0.02293714037707779,0.2607241968937348,0.32159006285702235
11,0.165456271073425,0.09496982318018313,0.2710333788407676,0.11311785960011785,0.2654092932137627,0.09001337409174372
12,0.1802263392327132,0.04987973642766754,0.21959024135035318,0.12512761672332065,0.25419279625052105,0.17098327001542435
13,0.10031619662410247,0.18015684007553917,0.18171858827024828,0.08566143166832375,0.24580510279941475,0.2063418405623717
14,0.18932792803707782,0.21397563163787797,0.13234788902354844,0.011154965060070425,0.22663361477878868,0.22655997146263668
15,0.2462924457171094,0.18950062615855007,0.07141287108461018,0.04676365878776217,0.20601416895530517,0.24001622929666291
16,0.1816118311560381,0.013741474586250857,0.10359491436167602,0.10707024133768604,0.3578595389337326,0.23612199962461633
17,0.11573994686784009,0.1065144650928047,0.3353296461615644,0.0697173398200309,0.18521832271729766,0.1874802793404623
18,0.0891296217721341,0.36744560841832496,0.1316169845379068,0.022508888986843983,0.3448763168047615,0.04442257948002863
19,0.11049793286914959,0.2803109765453297,0.22010980163330837,0.07569293045034825,0.1812687856993714,0.13211957280249265
20,0.07993785554930109,0.1023928345045401,0.096836788592174,0.18082232740074064,0.29709161746325724,0.24291857648998696
21,0.13494309237148974,0.19797831995112064,0.11080941993533867,0.06365371471432614,0.20431971846289362,0.28829573456483126
22,0.05837420735791822,0.22930351196349,0.08404109171236956,0.16112593177078866,0.25305361253891795,0.21410164465651568
23,0.20219638102395035,0.2301042680690181,0.013424858247603049,0.06000508187103978,0.18752621743191458,0.30674319335647404
24,0.3030091981900235,0.005782762484579135,0.29495095274243244,0.09453580171662301,0.2998908341992206,0.0018304506671213338
25,0.060795916720167334,0.15355155325167383,0.19115682769339679,0.2451716411851385,0.20647643765169466,0.1428476234979288
26,0.2291290870547488,0.1885702864218666,0.10275328646288945,0.08207884953944941,0.23266846153669818,0.16480002898434745
27,0.11586361257549352,0.20992102724788872,0.18044747241068151,0.18505293714485566,0.19155864442740425,0.1171563061936763
28,0.2264925385924758,0.19968360604366706,0.23345648493657467,0.13746582674012486,0.023995482112836277,0.17890606157432123
29,0.15157832226088133,0.24880341950719298,0.21178460863280868,0.07185765309438773,0.056303791822803505,0.25967220468192564
30,0.22641728394801566,0.16922409952419273,0.24602186739540272,0.0323264456957043,0.19472497207369968,0.13128533136298476
31,0.17354465566322047,0.11924118203912899,0.23278061397057576,0.06151286213423472,0.2717705517405734,0.14115013445226676
32,0.09731307043166776,0.24054146734285875,0.19962337342506176,0.118956779067283,0.21474501237630075,0.12882029735682798
33,0.25552801749822596,0.08415185877659652,0.16410822252192184,0.18360941302864506,0.2617467633933648,0.05085572478124589
34,0.01894778892972312,0.05469806630762218,0.22804990800312874,0.17848645033464816,0.24067571954297914,0.2791420668818987
35,0.09537637061968918,0.13434154204684778,0.30098204338731416,0.03543666542962017,0.22189085053797414,0.21197252797855448
36,0.058411750761879405,0.2937587297925653,0.12304087304264381,0.02541635173840741,0.2991375407287785,0.20023475393572554
37,0.06650913531498265,0.2514097502388983,0.21801059522177968,0.10601649922704436,0.18964412412928533,0.1684098958680097
38,0.01848676336626597,0.17980221644950378,0.23860420144728087,0.20751686188054838,0.19885984403271037,0.15673011282369062
39,0.29454076402035023,0.24978508879071581,0.16771751647198407,0.04835549723773358,0.17667148228570323,0.06292965119351308
40,0.13262866031454268,0.14609474008425782,0.16790986142484343,0.20746441650725123,0.17501790450241508,0.17088441716668987
41,0.20632118675017178,0.22099843978325165,0.1480019798048698,0.1318907398497022,0.11707807130001122,0.1757095825119933
42,0.08285477770367111,0.10737060895148459,0.17695202731959583,0.20791354076267393,0.1855076111028128,0.2394014341597618
43,0.1293750922872164,0.12394326810783818,0.14636727255290666,0.07692438013834436,0.1588349818625606,0.3645550050511338
44,0.12314458235124594,0.3828068825080261,0.13857432907428463,0.10118776093556733,0.11261062304639835,0.14167582208447768
45,0.1809263873374878,0.10657892938541298,0.4030779403310388,0.03445364296069772,0.27351085894535476,0.0014522410400079077
46,0.06128161444090565,0.16329897319147585,0.27107687790355905,0.06596862736330053,0.28628584856586864,0.15208805853489046
47,0.18358958291715863,0.18149843324150505,0.01718285473703545,0.2955956972812685,0.28831773333480964,0.03381569848822261
48,0.13210680642472697,0.35792328889706054,0.04674296885393623,0.129120464676049,0.1820356210770186,0.15207085007120863
49,0.2158250722495766,0.09761243716098902,0.09252522881538996,0.17866162140464853,0.185369808006914,0.2300058323624819
50,0.1853939446934475,0.16549190047613388,0.22090089008324812,0.33810974305368274,0.06401315956819513,0.026090362125292633
51,0.1386746238146994,0.26847411233544033,0.04917976390130884,0.04595259495574143,0.3240760320516264,0.17364287294118377
52,0.22219998352651743,0.23990807354370797,0.053738860360687375,0.2916263212519917,0.15920525868834842,0.03332150262874722
53,0.09417999861282683,0.34610658851639176,0.15276909144571274,0.11322145490795112,0.26780218121766713,0.025920685299450383
54,0.198603723652492,0.12795765960189534,0.03963355257375985,0.20026001405069677,0.23287811656942992,0.2006669335517261
55,0.05011029612298091,0.3222669479516718,0.02647482242122791,0.031068407614765627,0.30281290508195774,0.26726662080739605
56,0.020915566056017056,0.09330406565053913,0.2793322075303935,0.19232805913361115,0.21936981587199592,0.19475028575744333
57,0.37278041523442984,0.1839737409208571,0.08820005053593473,0.038435466831128876,0.030722395372655947,0.2858879311049933
58,0.2610449865632675,0.16777449147825146,0.11954010805479437,0.09147537031781085,0.2755323021657497,0.08463274142012617
59,0.029551563045970012,0.23523408361591513,0.25764596444668,0.036650985230873796,0.192057094841814,0.24886030881874724
60,0.14103186223904318,0.027511379681009595,0.22581148465730833,0.19527059724090257,0.3583006227880625,0.052074053393673866
61,0.20999702259864947,0.24447285338582894,0.2039603127458418,0.1169503186409822,0.18840024211491904,0.03621925051377849
62,0.17069498773122552,0.31059739009988424,0.14545764344894116,0.005870309071547388,0.31126353473413476,0.056116134914266945
63,0.31988729448015363,0.05445043297544796,0.14170157406341785,0.15239773517073926,0.31872447424510914,0.01283848906513213
64,0.20754488361415405,0.022425293542181604,0.09604718681295385,0.2512171447656186,0.21713137378431918,0.20563411748077268
65,0.09230436459391707,0.1959242535759891,0.09890340900544181,0.08981609631127466,0.3656052392831326,0.15744663723024477
66,0.0007016190690708217,0.21601445511188844,0.20462098483636687,0.2506626016958567,0.2785194428600845,0.04948089642673268
67,0.19111216556449068,0.17140473551622712,0.17599805609286853,0.14012380776090957,0.2484088241305849,0.07295241093491918
68,0.014284704976421135,0.03426345525710513,0.11750385789385126,0.28690280784787786,0.26648350617104477,0.28056166785369985
69,0.1716025409359354,0.20661685476350447,0.23784368408648007,0.12222104241140985,0.2317019463754662,0.03001393142720414
70,0.11769319621488505,0.11580579647420977,0.2921805091495189,0.053245359549194994,0.23568896558165617,0.18538617303053512
71,0.18714152270849888,0.21415195487287983,0.15370863219954767,0.1324240233545635,0.10257198363621549,0.21000188322829455
72,0.1636445374686199,0.019793753646115877,0.16149881635119764,0.17148601964649118,0.2482281245258075,0.23534874836176792
73,0.15567068627620434,0.3384534233103325,0.011514113498792222,0.035081600567219914,0.2767994668513416,0.1824807094961093
74,0.037501979680134155,0.19372636814101846,0.005851509712892691,0.25064692999428867,0.20504089612259443,0.30723231634907167
75,0.10943442047421248,0.33968397216161816,0.2469096981742096,0.19057265843170204,0.08023238218182221,0.033166868576435346
76,0.29281245314472815,0.13659594687132787,0.0181559196257006,0.19464050050076276,0.3230734343810741,0.03472174547640667
77,0.2999575771604987,0.022327907389290247,0.17074581031864988,0.126878832594947,0.21805972047835037,0.16203015205826382
78,0.12366139574988876,0.3332167903955527,0.16026679251726775,0.0421300019339537,0.23514915940547626,0.10557585999786087
79,0.1446009749583053,0.1975089980351927,0.2686992505293917,0.052486055119857655,0.1969066677206604,0.13979805363659217
80,0.10472025020957759,0.22285598173979854,0.08172124354177435,0.12962164211866914,0.25220587290220287,0.20887500948797755
81,0.12434315990902725,0.3118116975331924,0.034244933367752216,0.3091606457659676,0.17776915246078986,0.04267041096327074
82,0.016457236403476586,0.24651172032394697,0.18314874884508758,0.09609251444022986,0.21501318380765572,0.24277659617960334
83,0.11021025988984909,0.02544621946821734,0.23631771694654305,0.09458108815413145,0.3234741596046522,0.20997055593660688
84,0.24200149155937578,0.2418295770532844,0.1584500000851145,0.13275818373435222,0.15130919407249566,0.07365155349537737
85,0.06347458138447812,0.25427832015585544,0.03202377063616874,0.20831836109060747,0.3064528219120414,0.13545214482084889
86,0.029832648850365365,0.2544039555771847,0.23063626327669906,0.0992429511048318,0.2669533021188464,0.11893087907207267
87,0.15028792853648212,0.2289260772981954,0.0034374415494761745,0.1171427661501062,0.2661557906451742,0.2340499958205658
88,0.11648301187870858,0.034460810730254546,0.2665830297777268,0.21034507964305402,0.21515677265304087,0.15697129531721515
89,0.22396390459042692,0.284102899626488,0.011941247863155865,0.09239877404969969,0.37548766659938076,0.01210550727084879
